attendance,away_team,game_type,home_team,venue,day_of_week,sky,total_runs,game_hours_dec,season,home_team_outcome
41750,Chicago Cubs,Night Game,San Francisco Giants,AT&T Park,Friday,Unknown,9,3.183333333,regular,Loss
31836,Los Angeles Dodgers,Night Game,San Diego Padres,Petco Park,Friday,Cloudy,13,3.416666667,regular,Win
23428,Colorado Rockies,Night Game,Pittsburgh Pirates,PNC Park,Friday,Sunny,3,2.55,regular,Win
26417,San Francisco Giants,Night Game,San Diego Padres,Petco Park,Thursday,Cloudy,4,2.933333333,regular,Loss
23074,Atlanta Braves,Night Game,Pittsburgh Pirates,PNC Park,Thursday,Cloudy,10,2.933333333,regular,Win
17456,New York Yankees,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Thursday,Overcast,5,2.65,regular,Loss
39494,Washington Nationals,Night Game,New York Mets,Citi Field,Thursday,Cloudy,10,3.2,regular,Loss
25435,Toronto Blue Jays,Night Game,Minnesota Twins,Target Field,Thursday,Cloudy,5,3.116666667,regular,Loss
38781,Chicago Cubs,Day Game,Milwaukee Brewers,Miller Park,Thursday,Sunny,8,2.966666667,regular,Win
21173,Cleveland Indians,Night Game,Cincinnati Reds,Great American Ball Park,Thursday,Sunny,9,2.8,regular,Loss
20096,Houston Astros,Night Game,Chicago White Sox,U.S. Cellular Field,Thursday,Sunny,3,2.183333333,regular,Win
35012,Seattle Mariners,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Unknown,9,3.016666667,regular,Loss
45007,Los Angeles Dodgers,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Thursday,Overcast,11,3.1,regular,Win
29078,Tampa Bay Rays,Night Game,Toronto Blue Jays,Rogers Centre,Wednesday,In Dome,9,2.8,regular,Loss
42618,Colorado Rockies,Night Game,St. Louis Cardinals,Busch Stadium III,Wednesday,Sunny,2,2.9,regular,Win
23518,San Francisco Giants,Night Game,San Diego Padres,Petco Park,Wednesday,Overcast,3,2.55,regular,Loss
18201,Atlanta Braves,Night Game,Pittsburgh Pirates,PNC Park,Wednesday,Unknown,4,2.633333333,regular,Loss
29579,Miami Marlins,Day Game,Philadelphia Phillies,Citizens Bank Park,Wednesday,Unknown,6,2.483333333,regular,Win
14323,Texas Rangers,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Wednesday,Cloudy,9,2.516666667,regular,Win
30100,Washington Nationals,Night Game,New York Mets,Citi Field,Wednesday,Unknown,8,3.7,regular,Loss
31212,Chicago Cubs,Night Game,Milwaukee Brewers,Miller Park,Wednesday,In Dome,3,5,regular,Loss
23739,Boston Red Sox,Night Game,Kansas City Royals,Kauffman Stadium,Wednesday,Sunny,7,3.1,regular,Loss
33613,Boston Red Sox,Day Game,Kansas City Royals,Kauffman Stadium,Wednesday,Cloudy,5,2.383333333,regular,Win
29035,Minnesota Twins,Day Game,Detroit Tigers,Comerica Park,Wednesday,Sunny,9,2.95,regular,Win
22815,Cleveland Indians,Night Game,Cincinnati Reds,Great American Ball Park,Wednesday,Cloudy,15,4.35,regular,Loss
14936,Houston Astros,Night Game,Chicago White Sox,U.S. Cellular Field,Wednesday,Sunny,8,2.95,regular,Loss
21167,Seattle Mariners,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Wednesday,Unknown,7,2.983333333,regular,Win
32191,New York Yankees,Night Game,Arizona Diamondbacks,Chase Field,Wednesday,In Dome,6,3.2,regular,Loss
44006,Los Angeles Dodgers,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Wednesday,Sunny,9,3.2,regular,Win
27321,Tampa Bay Rays,Night Game,Toronto Blue Jays,Rogers Centre,Tuesday,In Dome,14,2.716666667,regular,Loss
41109,Colorado Rockies,Night Game,St. Louis Cardinals,Busch Stadium III,Tuesday,Overcast,4,2.733333333,regular,Loss
24433,San Francisco Giants,Night Game,San Diego Padres,Petco Park,Tuesday,Unknown,6,2.783333333,regular,Loss
19400,Atlanta Braves,Night Game,Pittsburgh Pirates,PNC Park,Tuesday,Unknown,21,3.6,regular,Win
18140,Miami Marlins,Night Game,Philadelphia Phillies,Citizens Bank Park,Tuesday,Rain,4,2.883333333,regular,Win
12718,Texas Rangers,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Tuesday,Sunny,13,2.75,regular,Win
36701,Washington Nationals,Night Game,New York Mets,Citi Field,Tuesday,Unknown,2,2.533333333,regular,Win
24361,Chicago Cubs,Night Game,Milwaukee Brewers,Miller Park,Tuesday,In Dome,6,2.166666667,regular,Win
42514,Los Angeles Angels of Anaheim,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Sunny,6,2.2,regular,Win
25215,Boston Red Sox,Night Game,Kansas City Royals,Kauffman Stadium,Tuesday,Cloudy,12,2.9,regular,Win
27652,Minnesota Twins,Night Game,Detroit Tigers,Comerica Park,Tuesday,Cloudy,9,2.916666667,regular,Win
13095,Cincinnati Reds,Night Game,Cleveland Indians,Progressive Field,Tuesday,Cloudy,14,3.316666667,regular,Win
13481,Houston Astros,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Cloudy,11,3.9,regular,Loss
14477,Seattle Mariners,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Tuesday,Rain,10,2.683333333,regular,Loss
30913,New York Yankees,Night Game,Arizona Diamondbacks,Chase Field,Tuesday,In Dome,8,2.783333333,regular,Win
26516,Tampa Bay Rays,Night Game,Toronto Blue Jays,Rogers Centre,Monday,In Dome,15,2.9,regular,Loss
16905,Atlanta Braves,Night Game,Pittsburgh Pirates,PNC Park,Monday,Cloudy,13,2.916666667,regular,Win
28348,Miami Marlins,Night Game,Philadelphia Phillies,Citizens Bank Park,Monday,Cloudy,8,3.116666667,regular,Loss
10068,Texas Rangers,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Monday,Sunny,4,2.466666667,regular,Win
39583,Los Angeles Angels of Anaheim,Night Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,13,4,regular,Loss
25925,Minnesota Twins,Night Game,Detroit Tigers,Comerica Park,Monday,Unknown,18,2.8,regular,Win
12184,Cincinnati Reds,Night Game,Cleveland Indians,Progressive Field,Monday,Cloudy,21,3.216666667,regular,Win
32718,New York Yankees,Night Game,Arizona Diamondbacks,Chase Field,Monday,Sunny,14,3,regular,Win
36786,Miami Marlins,Day Game,Washington Nationals,Nationals Park,Sunday,Cloudy,6,3.05,regular,Loss
41327,Toronto Blue Jays,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Overcast,13,3.483333333,regular,Win
19545,Oakland Athletics,Day Game,Tampa Bay Rays,Tropicana Field,Sunday,In Dome,13,3.083333333,regular,Loss
40852,Los Angeles Angels of Anaheim,Day Game,Seattle Mariners,Safeco Field,Sunday,In Dome,3,2.916666667,regular,Loss
41979,Chicago White Sox,Day Game,New York Yankees,Yankee Stadium III,Sunday,Unknown,12,3.6,regular,Win
26306,San Diego Padres,Day Game,Milwaukee Brewers,Miller Park,Sunday,In Dome,5,2.766666667,regular,Win
51350,St. Louis Cardinals,Night Game,Los Angeles Dodgers,Dodger Stadium,Sunday,Cloudy,7,3,regular,Loss
33861,Atlanta Braves,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Cloudy,6,4.266666667,regular,Win
36901,New York Mets,Day Game,Colorado Rockies,Coors Field,Sunday,Unknown,7,2.533333333,regular,Win
13236,Minnesota Twins,Day Game,Cleveland Indians,Progressive Field,Sunday,Unknown,6,2.65,regular,Loss
40814,Pittsburgh Pirates,Day Game,Chicago Cubs,Wrigley Field,Sunday,Sunny,3,2.916666667,regular,Loss
35736,Houston Astros,Day Game,Boston Red Sox,Fenway Park,Sunday,Cloudy,19,3.666666667,regular,Win
37890,Detroit Tigers,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Sunday,Cloudy,11,3.633333333,regular,Loss
25007,San Francisco Giants,Day Game,Arizona Diamondbacks,Chase Field,Sunday,In Dome,3,3,regular,Loss
30019,Miami Marlins,Night Game,Washington Nationals,Nationals Park,Saturday,Cloudy,8,2.916666667,regular,Loss
28634,Miami Marlins,Day Game,Washington Nationals,Nationals Park,Saturday,Unknown,10,3.366666667,regular,Win
47115,Toronto Blue Jays,Night Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Sunny,11,3.016666667,regular,Win
28158,Oakland Athletics,Night Game,Tampa Bay Rays,Tropicana Field,Saturday,In Dome,6,2.6,regular,Win
42038,Los Angeles Angels of Anaheim,Night Game,Seattle Mariners,Safeco Field,Saturday,In Dome,16,3.483333333,regular,Loss
29535,Cincinnati Reds,Night Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Rain,7,2.75,regular,Win
39691,Chicago White Sox,Day Game,New York Yankees,Yankee Stadium III,Saturday,Cloudy,3,2.4,regular,Win
28896,San Diego Padres,Night Game,Milwaukee Brewers,Miller Park,Saturday,In Dome,15,5.066666667,regular,Loss
48459,St. Louis Cardinals,Night Game,Los Angeles Dodgers,Dodger Stadium,Saturday,Cloudy,8,2.75,regular,Win
36541,Atlanta Braves,Night Game,Kansas City Royals,Kauffman Stadium,Saturday,Sunny,5,2.716666667,regular,Loss
34362,New York Mets,Night Game,Colorado Rockies,Coors Field,Saturday,Overcast,11,3.183333333,regular,Win
15428,Minnesota Twins,Day Game,Cleveland Indians,Progressive Field,Saturday,Overcast,9,3.133333333,regular,Loss
40953,Pittsburgh Pirates,Day Game,Chicago Cubs,Wrigley Field,Saturday,Overcast,10,2.7,regular,Win
37430,Houston Astros,Day Game,Boston Red Sox,Fenway Park,Saturday,Sunny,11,4.216666667,regular,Win
32174,Detroit Tigers,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Saturday,Cloudy,12,2.733333333,regular,Win
32448,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,8,3.083333333,regular,Loss
28232,Miami Marlins,Night Game,Washington Nationals,Nationals Park,Friday,Sunny,8,3.316666667,regular,Win
40344,Toronto Blue Jays,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Sunny,5,2.633333333,regular,Loss
21753,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Friday,Sunny,4,3,regular,Loss
35944,Kansas City Royals,Night Game,New York Yankees,Yankee Stadium III,Thursday,Sunny,10,2.75,regular,Win
17374,San Diego Padres,Night Game,Milwaukee Brewers,Miller Park,Thursday,Cloudy,3,2.85,regular,Loss
41765,New York Mets,Night Game,Los Angeles Dodgers,Dodger Stadium,Thursday,Sunny,5,2.216666667,regular,Win
34982,Houston Astros,Night Game,Boston Red Sox,Fenway Park,Thursday,Cloudy,12,2.933333333,regular,Win
14918,Detroit Tigers,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Unknown,12,3.266666667,regular,Win
15643,Philadelphia Phillies,Night Game,Atlanta Braves,Turner Field,Thursday,Unknown,11,3.233333333,regular,Loss
19461,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Thursday,Sunny,6,3.216666667,regular,Loss
35413,St. Louis Cardinals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Thursday,Sunny,22,3.933333333,regular,Loss
35695,Detroit Tigers,Night Game,Washington Nationals,Nationals Park,Wednesday,Unknown,5,2.633333333,regular,Win
29023,Chicago White Sox,Day Game,Texas Rangers,Globe Life Park in Arlington,Wednesday,Sunny,11,3.116666667,regular,Win
41372,Toronto Blue Jays,Day Game,San Francisco Giants,AT&T Park,Wednesday,Cloudy,9,4.466666667,regular,Win
23000,Tampa Bay Rays,Day Game,Seattle Mariners,Safeco Field,Wednesday,Sunny,11,4.016666667,regular,Win
31226,Kansas City Royals,Night Game,New York Yankees,Yankee Stadium III,Wednesday,Cloudy,10,3.3,regular,Loss
25094,Baltimore Orioles,Day Game,Minnesota Twins,Target Field,Wednesday,Unknown,11,2.9,regular,Loss
19893,Milwaukee Brewers,Night Game,Miami Marlins,Marlins Park,Wednesday,Cloudy,5,2.483333333,regular,Win
40970,New York Mets,Night Game,Los Angeles Dodgers,Dodger Stadium,Wednesday,Sunny,7,3.066666667,regular,Loss
24453,Cleveland Indians,Day Game,Houston Astros,Minute Maid Park,Wednesday,In Dome,8,5.15,regular,Win
34890,Arizona Diamondbacks,Day Game,Colorado Rockies,Coors Field,Wednesday,Cloudy,15,3.316666667,regular,Win
14694,Pittsburgh Pirates,Night Game,Cincinnati Reds,Great American Ball Park,Wednesday,Unknown,9,3.066666667,regular,Loss
37828,San Diego Padres,Night Game,Chicago Cubs,Wrigley Field,Wednesday,Unknown,1,2.75,regular,Loss
34508,San Diego Padres,Day Game,Chicago Cubs,Wrigley Field,Wednesday,Unknown,11,3.25,regular,Loss
33283,Oakland Athletics,Night Game,Boston Red Sox,Fenway Park,Wednesday,Sunny,16,3.283333333,regular,Win
13760,Philadelphia Phillies,Night Game,Atlanta Braves,Turner Field,Wednesday,Cloudy,6,2.333333333,regular,Win
33378,St. Louis Cardinals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Wednesday,Sunny,7,3,regular,Loss
24476,Detroit Tigers,Night Game,Washington Nationals,Nationals Park,Tuesday,Cloudy,9,3.266666667,regular,Loss
25804,Chicago White Sox,Night Game,Texas Rangers,Globe Life Park in Arlington,Tuesday,Overcast,24,3.366666667,regular,Win
41464,Toronto Blue Jays,Night Game,San Francisco Giants,AT&T Park,Tuesday,Sunny,4,2.483333333,regular,Loss
16013,Tampa Bay Rays,Night Game,Seattle Mariners,Safeco Field,Tuesday,Sunny,10,2.766666667,regular,Win
39128,Kansas City Royals,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Unknown,17,3.116666667,regular,Win
21586,Baltimore Orioles,Night Game,Minnesota Twins,Target Field,Tuesday,Overcast,8,3.016666667,regular,Loss
17225,Milwaukee Brewers,Night Game,Miami Marlins,Marlins Park,Tuesday,Cloudy,12,3.283333333,regular,Loss
38858,New York Mets,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Sunny,5,2.866666667,regular,Win
23976,Cleveland Indians,Night Game,Houston Astros,Minute Maid Park,Tuesday,In Dome,4,2.633333333,regular,Loss
23363,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Tuesday,Cloudy,6,3.133333333,regular,Loss
34680,San Diego Padres,Night Game,Chicago Cubs,Wrigley Field,Tuesday,Overcast,15,3.216666667,regular,Win
32167,Oakland Athletics,Night Game,Boston Red Sox,Fenway Park,Tuesday,Cloudy,18,3.116666667,regular,Win
14490,Philadelphia Phillies,Night Game,Atlanta Braves,Turner Field,Tuesday,Cloudy,5,2.55,regular,Loss
30679,St. Louis Cardinals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Tuesday,Sunny,9,2.95,regular,Loss
27153,Detroit Tigers,Night Game,Washington Nationals,Nationals Park,Monday,Overcast,9,2.95,regular,Win
22958,Chicago White Sox,Night Game,Texas Rangers,Globe Life Park in Arlington,Monday,Sunny,12,3.966666667,regular,Loss
41256,Toronto Blue Jays,Night Game,San Francisco Giants,AT&T Park,Monday,Cloudy,4,2.866666667,regular,Loss
41243,Kansas City Royals,Night Game,New York Yankees,Yankee Stadium III,Monday,Cloudy,9,2.683333333,regular,Win
16769,Milwaukee Brewers,Night Game,Miami Marlins,Marlins Park,Monday,Sunny,5,3.116666667,regular,Win
42186,New York Mets,Night Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,6,3.133333333,regular,Loss
20222,Cleveland Indians,Night Game,Houston Astros,Minute Maid Park,Monday,In Dome,8,2.816666667,regular,Win
22053,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Monday,Cloudy,15,3.383333333,regular,Loss
12103,Pittsburgh Pirates,Night Game,Cincinnati Reds,Great American Ball Park,Monday,Drizzle,5,2.616666667,regular,Win
35227,Oakland Athletics,Night Game,Boston Red Sox,Fenway Park,Monday,Cloudy,21,3.766666667,regular,Win
46665,Los Angeles Dodgers,Day Game,Toronto Blue Jays,Rogers Centre,Sunday,In Dome,6,3.166666667,regular,Loss
42441,Pittsburgh Pirates,Day Game,St. Louis Cardinals,Busch Stadium III,Sunday,Cloudy,15,3.45,regular,Loss
41593,Colorado Rockies,Day Game,San Francisco Giants,AT&T Park,Sunday,Overcast,2,2.916666667,regular,Loss
27461,New York Mets,Day Game,San Diego Padres,Petco Park,Sunday,Cloudy,7,3.5,regular,Loss
41869,Boston Red Sox,Night Game,New York Yankees,Yankee Stadium III,Sunday,Sunny,6,2.45,regular,Loss
19625,Philadelphia Phillies,Day Game,Miami Marlins,Marlins Park,Sunday,In Dome,11,3.166666667,regular,Loss
28148,Seattle Mariners,Day Game,Houston Astros,Minute Maid Park,Sunday,In Dome,6,2.95,regular,Win
35406,Texas Rangers,Day Game,Detroit Tigers,Comerica Park,Sunday,Sunny,11,3.416666667,regular,Loss
14463,Kansas City Royals,Day Game,Cleveland Indians,Progressive Field,Sunday,Sunny,9,2.95,regular,Win
22376,Milwaukee Brewers,Day Game,Cincinnati Reds,Great American Ball Park,Sunday,Overcast,9,3.15,regular,Loss
41233,Washington Nationals,Day Game,Chicago Cubs,Wrigley Field,Sunday,Sunny,7,4.9,regular,Win
23801,Minnesota Twins,Day Game,Chicago White Sox,U.S. Cellular Field,Sunday,Sunny,4,2.5,regular,Win
43690,Oakland Athletics,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Sunday,Sunny,14,2.983333333,regular,Win
17106,Arizona Diamondbacks,Day Game,Atlanta Braves,Turner Field,Sunday,Sunny,8,3.8,regular,Loss
41086,Tampa Bay Rays,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Sunday,Unknown,4,2.933333333,regular,Loss
47156,Los Angeles Dodgers,Day Game,Toronto Blue Jays,Rogers Centre,Saturday,In Dome,8,2.466666667,regular,Loss
15110,Oakland Athletics,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Saturday,Overcast,12,3.283333333,regular,Loss
22178,Arizona Diamondbacks,Night Game,Atlanta Braves,Turner Field,Saturday,Sunny,6,3.283333333,regular,Loss
40142,Tampa Bay Rays,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Unknown,6,3.1,regular,Loss
42304,Los Angeles Dodgers,Night Game,Toronto Blue Jays,Rogers Centre,Friday,In Dome,7,2.883333333,regular,Win
43093,Pittsburgh Pirates,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Sunny,6,2.9,regular,Loss
41358,Colorado Rockies,Night Game,San Francisco Giants,AT&T Park,Friday,Unknown,10,2.666666667,regular,Win
30108,New York Mets,Night Game,San Diego Padres,Petco Park,Friday,Unknown,2,3,regular,Win
45756,Boston Red Sox,Night Game,New York Yankees,Yankee Stadium III,Friday,Drizzle,5,3.166666667,regular,Win
19983,Philadelphia Phillies,Night Game,Miami Marlins,Marlins Park,Friday,Sunny,10,2.816666667,regular,Win
25413,Seattle Mariners,Night Game,Houston Astros,Minute Maid Park,Friday,Sunny,9,2.766666667,regular,Win
28522,Texas Rangers,Night Game,Detroit Tigers,Comerica Park,Friday,Sunny,6,2.516666667,regular,Loss
13587,Kansas City Royals,Night Game,Cleveland Indians,Progressive Field,Friday,Sunny,8,2.733333333,regular,Win
28249,Milwaukee Brewers,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Cloudy,6,2.866666667,regular,Win
39206,Washington Nationals,Day Game,Chicago Cubs,Wrigley Field,Friday,Cloudy,14,2.766666667,regular,Win
23054,Minnesota Twins,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Cloudy,14,2.9,regular,Win
23514,Arizona Diamondbacks,Night Game,Atlanta Braves,Turner Field,Friday,Cloudy,9,3.3,regular,Loss
41253,Tampa Bay Rays,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Unknown,7,3.1,regular,Loss
35468,Texas Rangers,Night Game,Toronto Blue Jays,Rogers Centre,Thursday,In Dome,14,2.55,regular,Win
41818,Philadelphia Phillies,Day Game,St. Louis Cardinals,Busch Stadium III,Thursday,Cloudy,4,2.65,regular,Win
41477,Colorado Rockies,Night Game,San Francisco Giants,AT&T Park,Thursday,Unknown,24,3.416666667,regular,Loss
21608,New York Mets,Night Game,San Diego Padres,Petco Park,Thursday,Cloudy,8,2.65,regular,Win
16704,Arizona Diamondbacks,Night Game,Miami Marlins,Marlins Park,Thursday,Sunny,4,2.783333333,regular,Win
20151,Seattle Mariners,Night Game,Houston Astros,Minute Maid Park,Thursday,Cloudy,9,3.216666667,regular,Loss
10350,Detroit Tigers,Night Game,Cleveland Indians,Progressive Field,Thursday,Cloudy,13,2.9,regular,Win
13088,Milwaukee Brewers,Night Game,Cincinnati Reds,Great American Ball Park,Thursday,Unknown,14,2.783333333,regular,Win
37564,Washington Nationals,Night Game,Chicago Cubs,Wrigley Field,Thursday,Sunny,7,3.083333333,regular,Win
20126,Boston Red Sox,Night Game,Chicago White Sox,U.S. Cellular Field,Thursday,Sunny,10,3.95,regular,Loss
19598,New York Yankees,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Unknown,1,2.833333333,regular,Win
25229,Texas Rangers,Night Game,Toronto Blue Jays,Rogers Centre,Wednesday,In Dome,7,2.533333333,regular,Win
13226,Los Angeles Dodgers,Night Game,Tampa Bay Rays,Tropicana Field,Wednesday,In Dome,13,3.35,regular,Win
40725,Philadelphia Phillies,Night Game,St. Louis Cardinals,Busch Stadium III,Wednesday,Cloudy,9,3.05,regular,Win
20034,Colorado Rockies,Day Game,San Diego Padres,Petco Park,Wednesday,Cloudy,2,2.6,regular,Loss
28782,Chicago Cubs,Day Game,Pittsburgh Pirates,PNC Park,Wednesday,Unknown,8,3.416666667,regular,Loss
16238,Seattle Mariners,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Wednesday,Unknown,17,3.166666667,regular,Loss
31783,Atlanta Braves,Day Game,New York Mets,Citi Field,Wednesday,Unknown,8,2.466666667,regular,Win
21907,Los Angeles Angels of Anaheim,Day Game,Milwaukee Brewers,Miller Park,Wednesday,In Dome,10,3.466666667,regular,Loss
17043,Arizona Diamondbacks,Night Game,Miami Marlins,Marlins Park,Wednesday,In Dome,7,2.8,regular,Win
38610,Washington Nationals,Day Game,Kansas City Royals,Kauffman Stadium,Wednesday,Sunny,15,2.883333333,regular,Loss
20847,Minnesota Twins,Night Game,Houston Astros,Minute Maid Park,Wednesday,Sunny,20,3.383333333,regular,Win
8766,Detroit Tigers,Night Game,Cleveland Indians,Progressive Field,Wednesday,Overcast,4,2.316666667,regular,Win
21333,San Francisco Giants,Day Game,Cincinnati Reds,Great American Ball Park,Wednesday,Overcast,11,2.7,regular,Win
14383,Boston Red Sox,Night Game,Chicago White Sox,U.S. Cellular Field,Wednesday,Unknown,7,2.766666667,regular,Loss
15998,New York Yankees,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Wednesday,Overcast,7,3.266666667,regular,Loss
24437,Texas Rangers,Night Game,Toronto Blue Jays,Rogers Centre,Tuesday,In Dome,4,3.416666667,regular,Win
14116,Los Angeles Dodgers,Night Game,Tampa Bay Rays,Tropicana Field,Tuesday,In Dome,15,3.183333333,regular,Loss
20394,Colorado Rockies,Night Game,San Diego Padres,Petco Park,Tuesday,Cloudy,9,2.766666667,regular,Win
22195,Chicago Cubs,Night Game,Pittsburgh Pirates,PNC Park,Tuesday,Cloudy,8,2.516666667,regular,Loss
12584,Seattle Mariners,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Tuesday,Overcast,10,2.633333333,regular,Loss
27356,Atlanta Braves,Night Game,New York Mets,Citi Field,Tuesday,Drizzle,3,2.633333333,regular,Loss
28180,Los Angeles Angels of Anaheim,Night Game,Milwaukee Brewers,Miller Park,Tuesday,In Dome,9,2.683333333,regular,Win
16323,Arizona Diamondbacks,Night Game,Miami Marlins,Marlins Park,Tuesday,In Dome,11,3.183333333,regular,Win
33729,Washington Nationals,Night Game,Kansas City Royals,Kauffman Stadium,Tuesday,Cloudy,13,3.083333333,regular,Win
21153,Minnesota Twins,Night Game,Houston Astros,Minute Maid Park,Tuesday,Cloudy,10,3.016666667,regular,Win
11022,Detroit Tigers,Night Game,Cleveland Indians,Progressive Field,Tuesday,Sunny,10,3.2,regular,Win
14309,San Francisco Giants,Night Game,Cincinnati Reds,Great American Ball Park,Tuesday,Overcast,4,3.083333333,regular,Loss
15025,Boston Red Sox,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Unknown,5,2.883333333,regular,Win
16083,New York Yankees,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Tuesday,Unknown,5,2.716666667,regular,Win
25323,Texas Rangers,Night Game,Toronto Blue Jays,Rogers Centre,Monday,In Dome,3,2.733333333,regular,Loss
40438,Philadelphia Phillies,Night Game,St. Louis Cardinals,Busch Stadium III,Monday,Cloudy,13,3.016666667,regular,Win
19013,Colorado Rockies,Night Game,San Diego Padres,Petco Park,Monday,Sunny,3,3.016666667,regular,Win
18376,Chicago Cubs,Night Game,Pittsburgh Pirates,PNC Park,Monday,Unknown,9,3.3,regular,Loss
10535,Seattle Mariners,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Monday,Sunny,7,2.75,regular,Loss
23847,Atlanta Braves,Night Game,New York Mets,Citi Field,Monday,Sunny,5,2.516666667,regular,Win
21352,Los Angeles Angels of Anaheim,Night Game,Milwaukee Brewers,Miller Park,Monday,In Dome,13,3.5,regular,Win
32394,Washington Nationals,Night Game,Kansas City Royals,Kauffman Stadium,Monday,Overcast,2,3.15,regular,Loss
18243,Minnesota Twins,Night Game,Houston Astros,Minute Maid Park,Monday,Overcast,8,3.133333333,regular,Loss
13829,San Francisco Giants,Night Game,Cincinnati Reds,Great American Ball Park,Monday,Overcast,15,3.283333333,regular,Loss
39401,Los Angeles Angels of Anaheim,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Sunny,15,3.55,regular,Loss
28803,Chicago White Sox,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Sunday,Rain,8,3.116666667,regular,Loss
25458,Colorado Rockies,Day Game,Arizona Diamondbacks,Chase Field,Sunday,Cloudy,9,3.383333333,regular,Loss
41571,Los Angeles Angels of Anaheim,Night Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Sunny,9,2.916666667,regular,Win
14948,Toronto Blue Jays,Night Game,Tampa Bay Rays,Tropicana Field,Saturday,In Dome,7,2.866666667,regular,Win
42723,Washington Nationals,Day Game,St. Louis Cardinals,Busch Stadium III,Saturday,Overcast,7,3.033333333,regular,Loss
43444,Kansas City Royals,Night Game,Seattle Mariners,Safeco Field,Saturday,Sunny,6,2.466666667,regular,Win
34810,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Saturday,Overcast,6,3.283333333,regular,Win
23636,Cleveland Indians,Night Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Unknown,7,3.05,regular,Win
23084,Houston Astros,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Saturday,Sunny,2,2.45,regular,Win
44466,San Francisco Giants,Day Game,New York Mets,Citi Field,Saturday,Sunny,11,3.15,regular,Win
31109,Detroit Tigers,Day Game,Minnesota Twins,Target Field,Saturday,Cloudy,5,2.85,regular,Loss
28193,Miami Marlins,Night Game,Milwaukee Brewers,Miller Park,Saturday,In Dome,12,3.4,regular,Loss
45740,San Diego Padres,Night Game,Los Angeles Dodgers,Dodger Stadium,Saturday,Sunny,7,3.1,regular,Loss
37901,New York Yankees,Night Game,Boston Red Sox,Fenway Park,Saturday,Cloudy,8,3.5,regular,Win
29152,Chicago White Sox,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Saturday,Unknown,15,3.7,regular,Loss
